,Date,Open,High,Low,Close,Adj Close,Volume,open_close_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,adjclose_lastadjclose_ratio,close_ma5_ratio,close_ma10_ratio,close_ma15_ratio,close_ma20_ratio,close_ma25_ratio,close_ma30_ratio
0,2012-09-04,32.09,32.287498,31.905001000000002,32.130001,29.126745,10200800,-0.001244973506225433,0.00490186726106856,-0.007002800902496054,0.0,0.0,,,,,,
1,2012-09-05,32.215,32.25,31.737499,31.9025,28.920510999999998,12698800,0.00979547057440655,0.010892563278739997,-0.005172039808792439,-1.2275010000000002,-1.206234000000002,,,,,,
2,2012-09-06,32.044998,32.375,31.950001,32.375,29.34885,15698400,-0.01019311196911199,0.0,-0.013127382239382257,-0.5274999999999999,-0.5716609999999989,,,,,,
3,2012-09-07,32.377499,32.490002000000004,32.1675,32.427502000000004,29.396440999999996,10789200,-0.0015419935831012532,0.0019273763362963603,-0.00801794723503546,-0.947497999999996,-0.952409000000003,,,,,,
4,2012-09-10,32.105,32.470001,32.105,32.169998,29.163008,11633600,-0.0020204539645916064,0.009325552336061804,-0.0020204539645916064,-1.2575040000000044,-1.2334329999999945,0.0009636991584518473,,,,,
5,2012-09-11,32.220001,33.110001000000004,32.202498999999996,32.872501,29.799846999999996,15890400,-0.019849417602877173,0.007224883801813631,-0.020381838303085154,-0.2974969999999999,-0.3631610000000052,-0.015909978982128536,,,,,
6,2012-09-12,32.912498,33.369999,32.895,33.365002000000004,30.246307,14656000,-0.013562235062956174,0.00014976771168773162,-0.01408667681182818,-0.5074989999999957,-0.5535399999999946,-0.021669454717850756,,,,,
7,2012-09-13,33.237499,34.162498,33.145,33.744999,30.590791999999997,15745200,-0.015039265521981537,0.012372174021993532,-0.01778038280576022,-0.6200030000000041,-0.6555150000000047,-0.02456656170000182,,,,,
8,2012-09-14,33.8125,33.825001,33.4375,33.5625,30.425356,13289600,0.007448789571694592,0.007821258845437606,-0.003724394785847296,-1.182499,-1.1654359999999961,-0.012499068901303478,,,,,
9,2012-09-17,33.615002000000004,33.712502,33.404999,33.467499,30.339226,10649200,0.00440735054627206,0.007320624705180467,-0.0018674834351978253,-1.0950010000000034,-1.0861300000000007,-0.001942146916923515,-0.019892397696045228,,,,
10,2012-09-18,33.272498999999996,33.462502,33.1325,33.415001000000004,30.291635999999997,13192400,-0.004264611573706278,0.0014215471667948787,-0.008454316670527762,-1.0524979999999928,-1.0475900000000031,0.0028729372176286017,-0.014506981460213009,,,,
11,2012-09-19,33.467499,33.880001,33.432499,33.697497999999996,30.547733,11976800,-0.006825402883027132,0.005415921383836952,-0.007864055663717062,-0.7175030000000078,-0.743902999999996,-0.003561053701969019,-0.017441888415572926,,,,
12,2012-09-20,33.572497999999996,33.709998999999996,33.3675,33.6525,30.506929,12779600,-0.0023772973776096107,0.0017086100586878317,-0.008468910184978973,-1.0449979999999925,-1.0408040000000014,-0.0027784087363496024,-0.012331921848302674,,,,
13,2012-09-21,33.825001,33.987499,33.724998,33.75,30.595327,29225600,0.002222251851851764,0.007037007407407314,-0.0007407999999999859,-0.9025000000000034,-0.9116019999999985,-0.004548159999999912,-0.011266672592592508,,,,
14,2012-09-24,33.5275,33.7425,33.377499,33.435001,30.309771,10530000,0.0027665319944212285,0.009196919120774139,-0.0017198145141373855,-1.3149990000000003,-1.2855559999999997,0.004635830577663036,0.0018318856936776484,-0.01108122792239985,,,
15,2012-09-25,33.459998999999996,33.849998,33.404999,33.639998999999996,30.495609,15398400,-0.005350773048477198,0.006242538830040001,-0.006985731479956292,-0.7950020000000038,-0.8141619999999996,-0.00014861474876981529,-0.0019916498808456584,-0.014115111398586122,,,
16,2012-09-26,33.535,33.639998999999996,33.095001,33.130001,30.033278999999997,10637200,0.012224539323134831,0.01539384197422744,-0.001056444278404789,-1.509997999999996,-1.462330000000005,0.011817059709717137,0.012662203058792398,0.0035315141302492137,,,
17,2012-09-27,33.177502000000004,33.560001,33.130001,33.477501000000004,30.348301,8432800,-0.008961212487156645,0.002464341648440227,-0.010380105731308986,-0.6524999999999963,-0.6849779999999974,0.00026881934825406795,0.0013516241848514632,-0.004689742722034818,,,
18,2012-09-28,33.494999,33.654999,33.310001,33.57,30.432144,9431600,-0.002234167411379162,0.002531992850759446,-0.007744980637473975,-0.9075010000000034,-0.9161569999999983,-0.0035597140303843533,-0.0013851653261841568,-0.005163340283983464,,,
19,2012-10-01,33.717499,34.474998,33.717499,34.182499,30.987387,14700800,-0.013603452456767529,0.008556981161617294,-0.013603452456767529,-0.3875010000000003,-0.44475700000000273,-0.01704085473680572,-0.017187128419136388,-0.01906430539206594,-0.028790285344555744,,
20,2012-10-02,34.147498999999996,34.275002,33.869999,34.0,30.821955,10041600,0.004338205882352897,0.008088294117646999,-0.0038235588235293605,-1.182499,-1.1654319999999991,-0.009647052941176515,-0.010191179411764728,-0.011588235294117233,-0.020827204411764666,,
21,2012-10-03,34.162498,34.650002,33.997501,34.630001,31.39307,11717600,-0.013499941856773279,0.0005775627901367653,-0.018264510012575563,-0.36999899999999997,-0.4288849999999975,-0.019000888853569542,-0.025505364553700338,-0.027134499168317006,-0.03470259501291961,,
22,2012-10-04,34.700001,34.955002,34.549999,34.9175,31.653694,8475600,-0.006228939643445175,0.001074017326555543,-0.010524837116059227,-0.7125010000000032,-0.739376,-0.018830099520298016,-0.02990620176129455,-0.03290613589174429,-0.039009805971217615,,
23,2012-10-05,35.185001,35.397498999999996,34.875,35.064999,31.787407,11280800,0.0034222730193147477,0.009482390117849349,-0.005418480120304547,-0.8525009999999966,-0.8662869999999998,-0.014430321244270017,-0.030236672757355754,-0.03411756549600875,-0.03929129015517718,,
24,2012-10-08,34.75,34.875,34.639998999999996,34.677502000000004,31.436127000000003,6803600,0.0020906350174818567,0.00569527758948718,-0.0010814792830236009,-1.3874969999999962,-1.3512799999999991,-0.0005623703806580949,-0.015817223512812784,-0.02099829835878364,-0.024940575304414958,-0.034235506352216505,
25,2012-10-09,34.7925,34.845001,34.18,34.185001,30.989674,9978000,0.01777092239956346,0.019306712906049128,-0.00014629222915629736,-1.4925010000000043,-1.4464530000000018,0.01491881190818134,-4.389644452551522e-05,-0.005392253754796794,-0.008973258476722035,-0.017917239200899493,
26,2012-10-10,34.157501,34.494999,34.080002,34.355,31.14378,8050400,-0.00574877019356701,0.004075069131130871,-0.008004599039441063,-0.8300010000000029,-0.8458940000000013,0.008295747343908921,-0.0014262756512879449,-0.009037977975063782,-0.012436325134623671,-0.019921404162421497,
27,2012-10-11,34.549999,34.9575,34.547501000000004,34.762501,31.513189,14057600,-0.006112966382942342,0.005609464060137848,-0.006184825424384588,-0.5924989999999966,-0.630590999999999,-0.004415689193363992,-0.009435474737562899,-0.0185257288210261,-0.02254946644949396,-0.028663093026591757,
28,2012-10-12,34.842499,34.997501,34.607498,34.779999,31.529051000000003,8116000,0.0017970098274011637,0.0062536517036704264,-0.0049597758757841115,-0.9825020000000038,-0.984137999999998,-0.006555445846907482,-0.006454824797435976,-0.017045200796775295,-0.02129094080767513,-0.02644620317556623,
29,2012-10-15,34.84,35.060001,34.650002,34.9725,31.703556,9694400,-0.003788691114446907,0.0025019944241906344,-0.009221474015297604,-0.807499,-0.8254950000000036,-0.010336687397240807,-0.009664728000572054,-0.019524859055924493,-0.024526409321609766,-0.028599609407391147,-0.03704100364572127
30,2012-10-16,35.049999,35.442501,35.005001,35.290001000000004,31.991381,8324400,-0.006800849906465123,0.004321337366921529,-0.008075941964410971,-0.6824989999999929,-0.7121749999999984,-0.012978203089311524,-0.014919257157289811,-0.025229072676988484,-0.030646098593196558,-0.03459905937662067,-0.04271986749636725
31,2012-10-17,35.290001000000004,35.692501,35.200001,35.639998999999996,32.308655,10126000,-0.009820370645913679,0.0014731201311202202,-0.012345623242020709,-0.6500020000000077,-0.6827259999999988,-0.015460129502248399,-0.0217592261997539,-0.030106588947995894,-0.037440343362523665,-0.041526346844173334,-0.048625109856671345
32,2012-10-18,35.59,35.775002,35.282501,35.470001,32.154556,11241600,0.0033831123940482044,0.008598843851174376,-0.005286157167009975,-1.1699979999999925,-1.1540990000000022,-0.006752212947499281,-0.01551312896777235,-0.0217132067931618,-0.030265032978149864,-0.034987337045747524,-0.04115686849477862
33,2012-10-19,35.577498999999996,35.59,34.939999,34.9925,31.721684000000003,10134400,0.016717839537043533,0.017075087518754195,-0.0015003500750160326,-1.4775010000000037,-1.4328719999999961,0.008016009144816705,-0.0022861927555907213,-0.005653586720963832,-0.015256833607201647,-0.020184321783239145,-0.025629298659236244
34,2012-10-22,34.952498999999996,35.012501,34.5075,34.75,31.501846,9782800,0.005827309352517851,0.007553985611510772,-0.006978417266187087,-1.2424999999999997,-1.2198380000000029,0.013769789928057552,0.00488489784172641,0.0023741083932855567,-0.006492800000000187,-0.011870498992805567,-0.016354911270983097
35,2012-10-23,34.487499,34.494999,33.982498,34.16,30.967005,11923200,0.009587207259953212,0.00980676229508215,-0.005196194379391006,-1.5900000000000034,-1.5348410000000001,0.024663348946135866,0.022167742974238847,0.01999903200624531,0.011427846896955529,0.006068504683840903,0.0018906167056988998
36,2012-10-24,34.375,34.592499,34.110001000000004,34.122501,30.933002000000002,11478000,0.007399779986818622,0.013773843834014254,-0.0003663271927223377,-1.0374989999999968,-1.0340029999999985,0.01689499254465554,0.022609690889890954,0.020128436658262805,0.01399367678236696,0.007672334451686247,0.0037316266276421484
37,2012-10-25,34.4575,34.674999,34.130001,34.387501,31.173240999999997,15875600,0.002035594270139107,0.00836053774305956,-0.007488185896381339,-0.7349999999999994,-0.7597610000000046,0.0027626142417269683,0.013638653183899452,0.011239529541077653,0.0075027042529201005,0.0007618838019081142,-0.003380613012074707
38,2012-10-26,34.4575,34.7225,34.217499,34.577498999999996,31.345476,12148800,-0.003470436077519401,0.004193507459865797,-0.010411394994183865,-0.8100020000000043,-0.8277649999999959,-0.005147821709141076,0.007483224856719595,0.0047430073914060955,0.003423503822529206,-0.003779878932249958,-0.007878404778012493
39,2012-10-31,34.400002,34.9925,34.349998,34.689999,31.447461999999998,14271200,-0.00835967161601825,0.008720121323727792,-0.009801124525832372,-0.8874999999999957,-0.8980140000000034,-0.008720063670223932,0.003401588452049076,0.0015086326945892292,0.00090087059385624,-0.005563529707798498,-0.009921174495661766
40,2012-11-01,35.205002,36.09,35.075001,35.970001,32.607815,21310000,-0.02126769471037837,0.0033360855341650897,-0.024881845291024662,0.2800020000000032,0.1603530000000042,-0.03393107495326486,-0.030414258259264804,-0.03082200451796846,-0.0319780572149555,-0.038359764293584564,-0.04278567761693075
41,2012-11-02,36.014998999999996,36.602501000000004,35.849998,35.849998,32.499031,18498000,0.004602538611020224,0.020990321952040425,0.0,-1.120003000000004,-1.108784,-0.02105992865048434,-0.026582930353301726,-0.02479771407518616,-0.027036205134516322,-0.03210593986644017,-0.03758013784733483
42,2012-11-05,35.6875,35.9725,35.305,35.375,32.068428000000004,13864000,0.008833922261484162,0.01689045936395761,-0.001978798586572461,-1.4749979999999994,-1.4306029999999978,-0.0023321724381626385,-0.01378092155477062,-0.010548882921083469,-0.013325085512367552,-0.01696395533568895,-0.023034154063604317
43,2012-11-06,35.619999,36.209998999999996,35.474998,35.965,32.603279,9089200,-0.009592687334909034,0.006812150702071307,-0.013624412623383986,-0.4099999999999966,-0.4651490000000038,-0.01098291116363137,-0.027255668010566225,-0.024584086380277093,-0.028260109829000513,-0.030426801612679077,-0.037008198711710794
44,2012-11-07,35.634997999999996,35.897498999999996,35.3825,35.639998999999996,32.308655,10431600,-0.00014031986925699957,0.0072250282610839545,-0.007225000202721543,-1.3250010000000074,-1.2946239999999989,0.0033670202964934948,-0.015888025137150263,-0.01444067754696976,-0.01804851341325786,-0.019949465206213768,-0.026164392802966785
45,2012-11-08,35.537498,35.8125,35.470001,35.514998999999996,32.195351,10133200,0.0006335069867242638,0.008376770614578977,-0.0012670139734479724,-1.125,-1.1133039999999994,0.004336201727050515,-0.008609018966888038,-0.010549510832497888,-0.012719952491058839,-0.014793720253237108,-0.0209770225062752
46,2012-11-09,35.23,35.952498999999996,35.07,35.732498,32.392513,11799600,-0.014062772773400956,0.006156888331736443,-0.018540489388679138,-0.7825009999999963,-0.8028380000000013,-0.0024347248266830546,-0.010137791094258497,-0.016399588594860015,-0.01680188158129914,-0.019556373584628806,-0.024508446997837607
47,2012-11-12,35.505001,35.945,35.505001,35.810001,32.462765000000005,8943600,-0.00851717373590688,0.0037698686464711084,-0.00851717373590688,-0.9224969999999999,-0.9297479999999965,-0.002164244563969908,-0.008307779717738883,-0.017895408603870178,-0.017467220958748864,-0.020681402382535574,-0.024448506252019997
48,2012-11-13,35.650002,36.197497999999996,35.612499,35.612499,32.283733000000005,10149200,0.0010530853226560222,0.016426788808052928,0.0,-1.197502,-1.1790319999999994,0.0013899670449972756,9.829133305117033e-05,-0.011288152885124081,-0.010849398690050194,-0.014635284089443035,-0.017126451399362308
49,2012-11-14,35.650002,35.807499,34.912498,34.987499,32.013809,13608000,0.01893542033398843,0.023436942434782226,-0.002143651365306254,-1.625,-1.2699240000000032,0.015548416307207269,0.018813874063990488,0.006826264813421856,0.006841750820771431,0.0033212102414064137,0.0011980736319563423
50,2012-11-15,35.0,35.119999,34.6325,35.0,32.025246,13717600,0.0,0.00342854285714278,-0.010499999999999954,-0.9874989999999997,-0.9885629999999992,0.012242840000000088,0.015678551428571108,0.008066655238095244,0.006067848571428058,0.0038942799999999167,0.0017928552380950258
51,2012-11-16,35.005001,35.887501,35.005001,35.677502000000004,32.645164,16632400,-0.01884944186955706,0.00588603428569634,-0.01884944186955706,-0.32249799999999595,-0.3800820000000016,-0.0072875561747569595,-0.004092279218427475,-0.00817048047067126,-0.012984433439314658,-0.01368655574597144,-0.01625212904946849
52,2012-11-19,36.0,36.415001000000004,35.915001000000004,36.412498,33.317692,15120400,-0.011328472987489069,6.874013422542014e-05,-0.013662808852059394,-0.2650040000000047,-0.3274720000000002,-0.024016435236055456,-0.021345651704532842,-0.024483311563335386,-0.03161341196640799,-0.031782994948602594,-0.03474076675541482
53,2012-11-20,36.384997999999996,36.845001,36.290001000000004,36.584998999999996,33.475533,9566400,-0.00546674881691267,0.007106792595511724,-0.008063359520660174,-0.8274990000000031,-0.8421590000000023,-0.02330188392242405,-0.024265399050578118,-0.025424797742921612,-0.034002989859313715,-0.03437472391348151,-0.03790713328523887
54,2012-11-21,36.555,36.724998,36.435001,36.665001000000004,33.548737,6565200,-0.003000163561975744,0.0016363561533789817,-0.006273012238565134,-0.9199979999999925,-0.926795999999996,-0.016282585127980975,-0.02359883748537206,-0.02396021753824573,-0.03349928450840656,-0.03463524247551519,-0.03819949348062668
55,2012-11-23,36.825001,37.029999,36.599998,37.029999,33.882702,4454400,-0.005535997989089769,0.0,-0.01161223363792141,-0.6350020000000072,-0.6660350000000008,-0.015014831623408997,-0.029131769622786075,-0.03167250603130345,-0.039150672134773856,-0.04227111321283039,-0.04511880219062381
56,2012-11-26,36.9025,36.9025,36.605,36.8125,33.683681,8623600,0.0024448217317487586,0.0024448217317487586,-0.005636672325976311,-1.2174989999999966,-1.199021000000002,-0.0030288787775892834,-0.020461805093378693,-0.024208273457837937,-0.02982004482173206,-0.03533854641765721,-0.03725184470854559
57,2012-11-27,36.779999,36.959998999999996,36.5825,36.695,33.57618,9981600,0.0023163646273334226,0.00722166507698585,-0.003065812781032795,-1.1174999999999997,-1.1075009999999992,0.001703223872461912,-0.014913484125902765,-0.01868557205795507,-0.023569299632102636,-0.03091430113094429,-0.03241359585774639
58,2012-11-28,36.5075,36.837502,36.4725,36.822497999999996,33.692840999999994,10358400,-0.008554498393889443,0.00040746828202697927,-0.00950500425039058,-0.8725020000000043,-0.8833390000000065,-0.000475209476554328,-0.015038317063660434,-0.02053088666970193,-0.02390178689126421,-0.032281850079807106,-0.033914907130961125
59,2012-11-29,36.982498,37.0825,36.810001,37.044998,33.896435,12572800,-0.0016871373565737757,0.0010123364023397752,-0.006343555478124152,-0.7774999999999963,-0.7964059999999975,-0.004427021429451949,-0.015400149299508836,-0.02388532814425659,-0.026585871323302812,-0.03561610234126622,-0.03785256874175946
60,2012-11-30,37.080002,37.482498,37.002499,37.427502000000004,34.246426,14048000,-0.009284616429918402,0.0014694007631070871,-0.011355366436157088,-0.6174959999999956,-0.6500089999999972,-0.012477519872953424,-0.018976748702064228,-0.030454496624790384,-0.03458693289228909,-0.0419798884787983,-0.04578190390585002
61,2012-12-03,37.5,37.68,37.110001000000004,37.16,34.001652,11736800,0.009149623250807482,0.013993541442411273,-0.0013455059203442143,-1.2675020000000075,-1.2447739999999996,-0.003498396124865466,-0.007925201829924622,-0.020914072479368273,-0.025874607104413694,-0.031813789020452066,-0.037549343379978506
62,2012-12-04,37.244999,37.3125,36.799999,36.897498999999996,33.761475,9100800,0.009417982503367117,0.011247401890301711,-0.002642455522527287,-1.2625010000000003,-1.2401770000000027,0.004688675511584028,0.0004472010420002448,-0.011983632458846372,-0.016881210566602634,-0.022204742928511156,-0.029412544555752596
